Quantity,Hardware Description with Size,Grade,Length (in)
93,"Aluminum 3/4"" Turnbuckle",ASTM A325,8.511
96,"ASTM A307 1/2"" All Thread Rod",ASTM B8M Class 2,0.4
170,"A563 5/8"" Heavy Hex Nut",SAE Grade 5,15.139
41,SS M12x1.75 Hex Bolt,ASTM F1554 Grade 105,14.444
197,"ASTM A502 1/2"" Solid Rivet",ASTM A490,16.175
30,"SS 1/4""-20 Hex Bolt",SAE J429 Grade 8,13.974
60,SS M16x2.0 Hex Bolt,ASTM A307 Grade A,7.611
143,"Steel 5/8"" Turnbuckle",ASTM A325,9.576
71,"ASTM F1554 3/4"" Anchor Bolt",SAE Grade 8,6.216
65,"Aluminum 3/4"" Turnbuckle",ASTM F1554 Grade 36,10.015
143,"ASTM F1554 3/4"" Anchor Bolt",SAE J429 Grade 8,3.078
69,"Aluminum 3/4"" Turnbuckle",ASTM F1554 Grade 55,17.291
162,"ASTM A502 1/2"" Solid Rivet",SAE J429 Grade 2,8.114
68,"SS 3/4""-10 Hex Bolt",SAE Grade 8,6.105
164,SS M12x1.75 Hex Bolt,ASTM F1554 Grade 55,12.646
168,"ASTM F1554 5/8"" Anchor Bolt",ASTM A354 Grade BD,18.987
58,ASTM A307 M12 All Thread Rod,ASTM F1554 Grade 55,12.986
181,"Steel 5/8"" Turnbuckle",ASTM A354 Grade BC,0.993
33,"SS 3/4"" Flat Washer",ASTM B8 Class 1,19.952
75,"Steel 5/8"" Turnbuckle",ASTM A325,5.553
65,"SS 1/4""-20 Hex Bolt",ASTM F1554 Grade 36,6.285
110,"ASTM A502 3/4"" Solid Rivet",ASTM A490,4.105
69,"ASTM A502 3/4"" Solid Rivet",ASTM B8M Class 2,9.992
134,"ASTM F1554 5/8"" Anchor Bolt",ASTM A354 Grade BD,8.404
148,"SS 3/8""-16 Hex Bolt",ASTM A307 Grade B,8.752
127,"SS 3/4"" Flat Washer",ASTM F1554 Grade 36,17.65
104,"ASTM A307 3/4"" All Thread Rod",ASTM A325,16.646
187,"ASTM A502 1/2"" Solid Rivet",SAE J429 Grade 8,5.857
45,ASTM A307 M12 All Thread Rod,ASTM A490,11.479
156,"SS 5/8""-11 Hex Bolt",ASTM B8M Class 2,7.139
117,"ASTM F1554 5/8"" Anchor Bolt",ASTM A490,15.999
159,"ASTM A502 3/4"" Solid Rivet",SAE Grade 8,3.302
26,"SS 3/4"" Flat Washer",SAE J429 Grade 8,17.544
101,"SS 3/4"" Flat Washer",SAE J429 Grade 5,11.435
172,"ASTM A502 3/4"" Solid Rivet",ASTM F1554 Grade 36,16.474
24,"A563 3/4"" Heavy Hex Nut",ASTM B8M Class 2,5.627
88,"Steel 3/4"" Turnbuckle",ASTM A307 Grade B,12.739
127,"ASTM A449 3/4"" Stud",SAE J429 Grade 8,3.718
22,"A563 3/4"" Heavy Hex Nut",SAE Grade 8,10.535
121,"Steel 3/4"" Turnbuckle",SAE J429 Grade 5,14.37
194,"Steel 5/8"" Turnbuckle",ASTM F1554 Grade 36,6.088
128,"ASTM A449 3/4"" Stud",ASTM F1554 Grade 105,0.532
21,ASTM A307 M12 All Thread Rod,SAE J429 Grade 8,10.135
93,SS M8x1.25 Hex Bolt,SAE J429 Grade 8,16.967
119,SS M12x1.75 Hex Bolt,ASTM F1554 Grade 105,16.472
168,"SS 1/2"" Flat Washer",ASTM F1554 Grade 36,5.038
36,"SS 3/4"" Flat Washer",ASTM A307 Grade A,1.756
190,"SS 1/2""-13 Hex Bolt",ASTM A307 Grade A,9.924
19,"SS 3/8""-16 Hex Bolt",ASTM A325,3.889
184,"ASTM A502 3/4"" Solid Rivet",ASTM B8 Class 1,3.269
47,"SS 1/2"" Flat Washer",ASTM A307 Grade A,6.005
54,"ASTM F1554 3/4"" Anchor Bolt",SAE J429 Grade 8,1.36
60,"Steel 3/4"" Turnbuckle",SAE J429 Grade 5,13.109
108,"ASTM A449 1/2"" Stud",ASTM A354 Grade BD,14.398
2,"ASTM F1554 5/8"" Anchor Bolt",SAE J429 Grade 5,5.148
10,"ASTM A307 1/2"" All Thread Rod",ASTM A354 Grade BD,13.675
96,"SS 1""-8 Hex Bolt",ASTM A307 Grade B,2.61
118,"ASTM F1554 5/8"" Anchor Bolt",ASTM A307 Grade A,0.165
141,"A563 5/8"" Heavy Hex Nut",SAE Grade 5,5.947
30,"A563 3/4"" Heavy Hex Nut",SAE Grade 5,10.733
8,"Aluminum 3/4"" Turnbuckle",ASTM F1554 Grade 36,0.743
93,"ASTM F1554 5/8"" Anchor Bolt",ASTM A307 Grade A,11.772
134,"A563 3/4"" Heavy Hex Nut",SAE J429 Grade 5,12.308
91,"Aluminum 5/8"" Turnbuckle",ASTM A325,8.098
137,ASTM A307 M12 All Thread Rod,ASTM F1554 Grade 105,15.056
28,"ASTM A449 1/2"" Stud",ASTM A354 Grade BC,19.164
193,SS M10x1.5 Hex Bolt,SAE J429 Grade 2,2.13
145,"Steel 5/8"" Turnbuckle",ASTM A325,4.579
168,SS M8x1.25 Hex Bolt,ASTM A354 Grade BC,12.199
5,"ASTM A449 3/4"" Stud",SAE J429 Grade 5,17.934
105,SS M10x1.5 Hex Bolt,ASTM A307 Grade A,3.278
154,SS M8x1.25 Hex Bolt,SAE J429 Grade 5,12.003
91,"ASTM F1554 3/4"" Anchor Bolt",SAE Grade 5,7.32
145,"ASTM A449 3/4"" Stud",ASTM F1554 Grade 36,0.12
179,"A563 5/8"" Heavy Hex Nut",ASTM A307 Grade A,1.712
169,"Steel 5/8"" Turnbuckle",ASTM B8 Class 1,0.114
167,"A563 3/4"" Heavy Hex Nut",ASTM A325,19.133
112,"SS 3/8""-16 Hex Bolt",ASTM F1554 Grade 105,14.468
97,"SS 1/4""-20 Hex Bolt",ASTM A325,7.892
128,"Aluminum 3/4"" Turnbuckle",ASTM A307 Grade B,16.28
31,"SS 1""-8 Hex Bolt",SAE Grade 5,18.576
9,SS M12x1.75 Hex Bolt,SAE Grade 5,3.211
17,"SS 1/2""-13 Hex Bolt",ASTM B8M Class 2,16.457
143,SS M10x1.5 Hex Bolt,ASTM A354 Grade BD,18.952
117,"ASTM F1554 5/8"" Anchor Bolt",ASTM B8M Class 2,14.877
2,"ASTM F1554 3/4"" Anchor Bolt",SAE J429 Grade 2,9.176
131,"A563 5/8"" Heavy Hex Nut",ASTM A354 Grade BD,14.737
197,"ASTM A502 3/4"" Solid Rivet",ASTM F1554 Grade 36,16.125
180,"Aluminum 3/4"" Turnbuckle",ASTM A490,6.3
136,"SS 1""-8 Hex Bolt",SAE J429 Grade 5,3.369
101,"Aluminum 5/8"" Turnbuckle",ASTM F1554 Grade 36,12.663
3,"Steel 5/8"" Turnbuckle",ASTM A354 Grade BD,9.23
175,"Aluminum 3/4"" Turnbuckle",ASTM B8 Class 1,5.76
175,SS M8x1.25 Hex Bolt,ASTM A354 Grade BC,6.611
200,"SS 1/2"" Flat Washer",SAE Grade 5,16.268
163,"SS 1""-8 Hex Bolt",ASTM A490,5.039
1,SS M10x1.5 Hex Bolt,ASTM A354 Grade BD,9.678
3,"ASTM F1554 3/4"" Anchor Bolt",SAE Grade 5,18.336
70,"ASTM A307 1/2"" All Thread Rod",ASTM F1554 Grade 36,12.437
122,"Steel 3/4"" Turnbuckle",ASTM A490,13.54
198,"SS 1""-8 Hex Bolt",SAE J429 Grade 5,2.367
54,"ASTM A449 3/4"" Stud",ASTM F1554 Grade 105,8.112
180,SS M10x1.5 Hex Bolt,ASTM F1554 Grade 105,19.204
102,ASTM A307 M12 All Thread Rod,SAE Grade 8,7.827
48,"ASTM A449 3/4"" Stud",SAE Grade 5,5.507
158,"SS 1/2"" Flat Washer",SAE J429 Grade 5,14.51
198,SS M12x1.75 Hex Bolt,ASTM A307 Grade A,7.004
25,"ASTM A449 1/2"" Stud",ASTM F1554 Grade 36,18.21
96,"SS 1/2"" Flat Washer",ASTM F1554 Grade 55,8.99
104,"ASTM F1554 5/8"" Anchor Bolt",ASTM A307 Grade A,19.926
117,"Aluminum 3/4"" Turnbuckle",SAE J429 Grade 2,19.24
89,"SS 5/8""-11 Hex Bolt",ASTM A307 Grade B,8.256
194,SS M10x1.5 Hex Bolt,ASTM F1554 Grade 105,1.91
65,ASTM A307 M12 All Thread Rod,SAE Grade 5,9.703
96,"SS 3/4""-10 Hex Bolt",SAE Grade 8,1.499
85,"ASTM A449 1/2"" Stud",ASTM F1554 Grade 36,3.825
136,SS M12x1.75 Hex Bolt,SAE Grade 5,18.882
59,"SS 1/2""-13 Hex Bolt",ASTM F1554 Grade 55,19.211
156,"A563 3/4"" Heavy Hex Nut",ASTM A354 Grade BC,2.341
159,SS M10x1.5 Hex Bolt,ASTM F1554 Grade 105,16.706
144,"ASTM A449 1/2"" Stud",SAE Grade 8,17.882
94,"SS 1/4""-20 Hex Bolt",ASTM F1554 Grade 36,12.157
46,"SS 3/8""-16 Hex Bolt",ASTM F1554 Grade 55,6.431
158,SS M10x1.5 Hex Bolt,ASTM F1554 Grade 105,7.468
181,"SS 1""-8 Hex Bolt",ASTM B8M Class 2,16.815
62,"SS 1/2""-13 Hex Bolt",ASTM F1554 Grade 36,8.54
114,"ASTM F1554 3/4"" Anchor Bolt",SAE Grade 5,17.58
20,"Steel 3/4"" Turnbuckle",ASTM A307 Grade B,1.447
135,"SS 3/4"" Flat Washer",SAE J429 Grade 5,8.727
12,SS M12x1.75 Hex Bolt,SAE J429 Grade 5,19.823
133,"SS 3/8""-16 Hex Bolt",SAE Grade 8,0.814
97,"ASTM A449 1/2"" Stud",ASTM A354 Grade BC,6.861
44,"Steel 3/4"" Turnbuckle",SAE J429 Grade 5,13.007
83,"Steel 3/4"" Turnbuckle",ASTM F1554 Grade 55,10.71
30,"SS 3/4""-10 Hex Bolt",ASTM F1554 Grade 36,14.098
142,"ASTM A307 1/2"" All Thread Rod",ASTM A354 Grade BC,19.436
34,"SS 3/4"" Flat Washer",SAE Grade 5,12.597
39,SS M12x1.75 Hex Bolt,ASTM F1554 Grade 36,8.846
135,"SS 1""-8 Hex Bolt",ASTM A490,1.505
190,"SS 1/2"" Flat Washer",ASTM B8M Class 2,13.015
117,"SS 3/8""-16 Hex Bolt",ASTM F1554 Grade 36,5.531
63,"SS 3/4""-10 Hex Bolt",ASTM F1554 Grade 55,3.409
14,"SS 5/8""-11 Hex Bolt",ASTM A354 Grade BC,17.661
186,"ASTM F1554 3/4"" Anchor Bolt",ASTM B8M Class 2,5.738
34,"SS 3/4"" Flat Washer",ASTM F1554 Grade 36,17.113
38,"ASTM A307 3/4"" All Thread Rod",ASTM B8M Class 2,2.56
158,SS M12x1.75 Hex Bolt,ASTM B8 Class 1,13.623
178,SS M16x2.0 Hex Bolt,SAE J429 Grade 8,15.12
135,"ASTM A449 1/2"" Stud",ASTM A354 Grade BD,16.529
13,"ASTM A449 1/2"" Stud",ASTM A307 Grade A,16.449
61,SS M10x1.5 Hex Bolt,SAE J429 Grade 5,7.819
177,"Steel 3/4"" Turnbuckle",ASTM F1554 Grade 36,16.473
157,"Aluminum 3/4"" Turnbuckle",ASTM B8 Class 1,7.788
9,"SS 3/4"" Flat Washer",SAE J429 Grade 8,15.375
38,"A563 3/4"" Heavy Hex Nut",ASTM A490,7.52
164,"SS 5/8""-11 Hex Bolt",SAE J429 Grade 8,17.071
45,"SS 1/2""-13 Hex Bolt",ASTM B8 Class 1,18.275
168,"SS 3/8""-16 Hex Bolt",ASTM B8M Class 2,16.185
48,"SS 3/8""-16 Hex Bolt",ASTM B8 Class 1,5.591
18,"ASTM A449 1/2"" Stud",ASTM A307 Grade A,14.059
111,SS M12x1.75 Hex Bolt,SAE Grade 5,2.953
87,"Steel 5/8"" Turnbuckle",ASTM F1554 Grade 36,2.042
20,"Aluminum 5/8"" Turnbuckle",SAE Grade 5,5.557
142,"SS 3/4"" Flat Washer",ASTM A354 Grade BC,12.969
60,"ASTM A307 3/4"" All Thread Rod",SAE J429 Grade 5,13.373
161,"SS 3/8""-16 Hex Bolt",SAE Grade 5,9.643
130,"Steel 3/4"" Turnbuckle",ASTM F1554 Grade 55,17.085
160,"SS 3/4""-10 Hex Bolt",ASTM B8M Class 2,2.426
163,ASTM A307 M12 All Thread Rod,ASTM F1554 Grade 105,11.014
62,"SS 1""-8 Hex Bolt",SAE Grade 5,2.3
122,SS M16x2.0 Hex Bolt,ASTM F1554 Grade 105,19.937
13,ASTM A307 M12 All Thread Rod,SAE J429 Grade 8,13.978
78,"ASTM A449 3/4"" Stud",SAE J429 Grade 8,12.539
69,"ASTM F1554 5/8"" Anchor Bolt",ASTM F1554 Grade 55,4.276
108,SS M16x2.0 Hex Bolt,ASTM F1554 Grade 105,3.585
89,"SS 1/2""-13 Hex Bolt",ASTM A325,2.48
153,"ASTM F1554 3/4"" Anchor Bolt",ASTM F1554 Grade 36,0.756
177,SS M12x1.75 Hex Bolt,ASTM F1554 Grade 55,16.596
198,SS M16x2.0 Hex Bolt,ASTM A490,4.15
37,"ASTM A307 3/4"" All Thread Rod",ASTM A307 Grade A,5.391
76,"SS 3/8""-16 Hex Bolt",ASTM B8M Class 2,2.13
179,SS M8x1.25 Hex Bolt,ASTM A325,19.531
145,"ASTM A449 1/2"" Stud",SAE J429 Grade 8,8.199
6,"Aluminum 3/4"" Turnbuckle",SAE J429 Grade 2,0.696
130,"Aluminum 5/8"" Turnbuckle",ASTM B8M Class 2,14.868
116,"Steel 5/8"" Turnbuckle",SAE J429 Grade 8,14.138
182,"ASTM A307 1/2"" All Thread Rod",ASTM A307 Grade A,5.522
18,"Steel 3/4"" Turnbuckle",ASTM F1554 Grade 105,0.458
110,"ASTM A502 1/2"" Solid Rivet",SAE J429 Grade 8,18.561
192,"ASTM A449 1/2"" Stud",ASTM A307 Grade A,13.844
102,"SS 1/4""-20 Hex Bolt",ASTM A490,4.401
188,ASTM A307 M12 All Thread Rod,ASTM A490,18.104
168,"A563 3/4"" Heavy Hex Nut",ASTM A307 Grade A,16.704
181,"SS 1/4""-20 Hex Bolt",SAE J429 Grade 5,1.237
3,"SS 3/8""-16 Hex Bolt",ASTM F1554 Grade 36,0.685
162,"ASTM A449 1/2"" Stud",ASTM A490,14.196
38,"ASTM A502 3/4"" Solid Rivet",ASTM B8 Class 1,16.758
19,"Steel 5/8"" Turnbuckle",SAE Grade 5,8.509
21,"SS 3/4""-10 Hex Bolt",SAE Grade 5,10.255
134,"ASTM A449 3/4"" Stud",ASTM F1554 Grade 55,18.2
134,"A563 5/8"" Heavy Hex Nut",SAE J429 Grade 2,5.927
109,"SS 1/2"" Flat Washer",SAE J429 Grade 8,0.098
89,"Aluminum 3/4"" Turnbuckle",ASTM F1554 Grade 55,19.06
82,"ASTM A449 1/2"" Stud",SAE J429 Grade 2,14.55
23,"ASTM A307 3/4"" All Thread Rod",ASTM B8 Class 1,8.86
179,"SS 1/2""-13 Hex Bolt",SAE J429 Grade 8,17.972
195,"ASTM A449 3/4"" Stud",SAE Grade 5,4.308
145,"ASTM F1554 3/4"" Anchor Bolt",ASTM A307 Grade B,8.063
7,"A563 5/8"" Heavy Hex Nut",SAE Grade 5,13.065
107,"SS 3/8""-16 Hex Bolt",SAE J429 Grade 8,0.865
195,"ASTM A502 1/2"" Solid Rivet",ASTM F1554 Grade 105,1.512
145,"ASTM A502 3/4"" Solid Rivet",ASTM A307 Grade A,7.907
150,SS M12x1.75 Hex Bolt,ASTM F1554 Grade 105,16.63
195,"A563 3/4"" Heavy Hex Nut",SAE J429 Grade 5,16.948
105,"ASTM A307 1/2"" All Thread Rod",ASTM A354 Grade BC,9.867
1,"Aluminum 3/4"" Turnbuckle",ASTM A307 Grade A,16.374
146,"Aluminum 5/8"" Turnbuckle",ASTM A307 Grade B,8.441
107,"Aluminum 3/4"" Turnbuckle",ASTM B8 Class 1,3.274
166,SS M8x1.25 Hex Bolt,ASTM A307 Grade A,6.874
10,"ASTM A502 3/4"" Solid Rivet",ASTM A354 Grade BC,6.775
26,"Aluminum 3/4"" Turnbuckle",ASTM A307 Grade B,10.69
80,"SS 3/4""-10 Hex Bolt",SAE J429 Grade 5,18.242
46,"ASTM A307 1/2"" All Thread Rod",ASTM A354 Grade BC,18.803
124,"Aluminum 3/4"" Turnbuckle",ASTM F1554 Grade 55,4.126
2,"ASTM F1554 3/4"" Anchor Bolt",ASTM A490,13.735
14,SS M8x1.25 Hex Bolt,ASTM A490,17.117
69,"ASTM A449 3/4"" Stud",ASTM A307 Grade B,11.672
75,SS M8x1.25 Hex Bolt,ASTM A354 Grade BD,14.631
162,"A563 3/4"" Heavy Hex Nut",ASTM B8 Class 1,13.464
58,"ASTM A307 1/2"" All Thread Rod",ASTM A307 Grade B,5.81
140,"SS 1""-8 Hex Bolt",ASTM F1554 Grade 55,4.425
168,ASTM A307 M12 All Thread Rod,ASTM A325,15.338
139,"A563 3/4"" Heavy Hex Nut",ASTM F1554 Grade 105,9.495
189,"ASTM F1554 5/8"" Anchor Bolt",ASTM A307 Grade A,10.955
127,SS M10x1.5 Hex Bolt,SAE J429 Grade 5,11.268
54,SS M12x1.75 Hex Bolt,ASTM A307 Grade A,14.038
139,"SS 1""-8 Hex Bolt",ASTM A490,1.806
177,"Aluminum 3/4"" Turnbuckle",ASTM A307 Grade B,16.917
114,"A563 3/4"" Heavy Hex Nut",ASTM F1554 Grade 55,12.585
28,"ASTM A502 3/4"" Solid Rivet",ASTM A490,14.8
174,"SS 5/8""-11 Hex Bolt",SAE Grade 8,19.755
62,SS M8x1.25 Hex Bolt,ASTM B8 Class 1,12.593
172,"Aluminum 5/8"" Turnbuckle",SAE J429 Grade 5,5.209
141,"ASTM A502 1/2"" Solid Rivet",ASTM A325,15.342
81,"SS 3/4"" Flat Washer",ASTM B8M Class 2,5.519
128,SS M16x2.0 Hex Bolt,ASTM F1554 Grade 55,19.721
182,"SS 3/4"" Flat Washer",ASTM B8 Class 1,1.898
193,"ASTM F1554 3/4"" Anchor Bolt",SAE J429 Grade 8,0.508
133,"Steel 5/8"" Turnbuckle",ASTM B8M Class 2,16.441
171,SS M10x1.5 Hex Bolt,SAE J429 Grade 2,12.688
71,"SS 3/8""-16 Hex Bolt",SAE J429 Grade 2,17.66
171,"SS 1/2"" Flat Washer",SAE J429 Grade 5,0.464
95,"ASTM A307 3/4"" All Thread Rod",ASTM B8M Class 2,13.438
57,"SS 3/4"" Flat Washer",ASTM A354 Grade BC,19.431
116,"ASTM A449 1/2"" Stud",SAE J429 Grade 5,7.614
175,"ASTM A307 3/4"" All Thread Rod",ASTM F1554 Grade 36,18.103
71,SS M8x1.25 Hex Bolt,SAE J429 Grade 5,3.722
75,"ASTM A307 1/2"" All Thread Rod",ASTM F1554 Grade 36,9.289
89,"ASTM A502 3/4"" Solid Rivet",ASTM B8M Class 2,13.032
38,SS M8x1.25 Hex Bolt,ASTM A307 Grade A,6.926
91,"SS 1/2""-13 Hex Bolt",ASTM A354 Grade BD,5.83
124,"ASTM A502 3/4"" Solid Rivet",SAE J429 Grade 8,2.508
89,"ASTM A307 1/2"" All Thread Rod",ASTM F1554 Grade 105,15.04
20,"SS 1/4""-20 Hex Bolt",SAE Grade 5,17.755
178,"A563 5/8"" Heavy Hex Nut",ASTM A307 Grade A,15.806
178,"ASTM F1554 3/4"" Anchor Bolt",ASTM A490,2.085
43,"Aluminum 3/4"" Turnbuckle",ASTM A490,10.159
6,SS M8x1.25 Hex Bolt,ASTM A307 Grade B,2.509
13,SS M8x1.25 Hex Bolt,ASTM B8M Class 2,2.171
8,"SS 5/8""-11 Hex Bolt",ASTM B8M Class 2,12.243
68,"ASTM A307 3/4"" All Thread Rod",ASTM F1554 Grade 55,13.563
124,SS M16x2.0 Hex Bolt,ASTM B8 Class 1,7.865
47,"ASTM F1554 5/8"" Anchor Bolt",SAE J429 Grade 5,11.555
130,"SS 3/4"" Flat Washer",SAE J429 Grade 8,15.244
42,SS M12x1.75 Hex Bolt,SAE J429 Grade 2,4.671
66,SS M8x1.25 Hex Bolt,ASTM A307 Grade B,11.992
93,SS M12x1.75 Hex Bolt,ASTM B8M Class 2,0.166
155,"ASTM A502 1/2"" Solid Rivet",SAE Grade 5,0.367
131,"A563 3/4"" Heavy Hex Nut",ASTM F1554 Grade 36,7.44
148,"ASTM A449 3/4"" Stud",ASTM A354 Grade BD,16.12
84,"ASTM A307 3/4"" All Thread Rod",ASTM A490,6.498
104,"SS 3/4""-10 Hex Bolt",ASTM F1554 Grade 105,2.268
92,"SS 3/4""-10 Hex Bolt",ASTM B8 Class 1,0.69
137,"SS 1/2"" Flat Washer",ASTM A307 Grade B,7.819
161,"Steel 3/4"" Turnbuckle",ASTM B8 Class 1,0.807
110,"SS 1/4""-20 Hex Bolt",ASTM F1554 Grade 36,16.696
166,"SS 1/2"" Flat Washer",SAE J429 Grade 2,5.233
56,"ASTM A307 3/4"" All Thread Rod",ASTM B8 Class 1,15.208
96,SS M8x1.25 Hex Bolt,SAE J429 Grade 8,6.933
73,SS M12x1.75 Hex Bolt,SAE J429 Grade 5,16.18
93,SS M16x2.0 Hex Bolt,ASTM A307 Grade B,6.109
78,"Aluminum 3/4"" Turnbuckle",SAE J429 Grade 2,9.945
58,"SS 3/8""-16 Hex Bolt",ASTM F1554 Grade 55,5.94
87,"ASTM F1554 5/8"" Anchor Bolt",ASTM F1554 Grade 105,12.028
93,"ASTM A502 3/4"" Solid Rivet",ASTM F1554 Grade 105,12.262
73,"ASTM A502 1/2"" Solid Rivet",SAE J429 Grade 8,11.488
115,"Aluminum 3/4"" Turnbuckle",ASTM B8 Class 1,7.317
15,SS M8x1.25 Hex Bolt,SAE Grade 5,0.207
194,"Steel 3/4"" Turnbuckle",ASTM A490,5.961
55,ASTM A307 M12 All Thread Rod,ASTM F1554 Grade 105,11.234
105,"A563 5/8"" Heavy Hex Nut",ASTM A307 Grade A,13.761
7,"ASTM A502 1/2"" Solid Rivet",ASTM A354 Grade BD,17.616
190,SS M16x2.0 Hex Bolt,ASTM F1554 Grade 36,2.839
104,"SS 1/2""-13 Hex Bolt",ASTM A490,4.089
121,"SS 3/8""-16 Hex Bolt",ASTM A490,4.095
2,SS M8x1.25 Hex Bolt,ASTM F1554 Grade 105,15.025
92,"ASTM A502 1/2"" Solid Rivet",SAE J429 Grade 5,15.21
46,SS M10x1.5 Hex Bolt,ASTM A325,5.794
150,"SS 3/4"" Flat Washer",SAE J429 Grade 2,2.786
2,"Steel 5/8"" Turnbuckle",SAE J429 Grade 5,7.355
44,SS M10x1.5 Hex Bolt,SAE Grade 8,12.072
14,"ASTM F1554 5/8"" Anchor Bolt",ASTM A325,18.122
92,"Aluminum 3/4"" Turnbuckle",ASTM A354 Grade BD,0.989
115,"ASTM A502 1/2"" Solid Rivet",ASTM F1554 Grade 105,12.192
55,ASTM A307 M12 All Thread Rod,ASTM A307 Grade A,14.804
71,"Steel 3/4"" Turnbuckle",SAE Grade 5,2.21
135,"ASTM F1554 3/4"" Anchor Bolt",ASTM A490,5.168
168,"ASTM A449 1/2"" Stud",ASTM A307 Grade B,6.132
179,"SS 3/8""-16 Hex Bolt",SAE J429 Grade 2,1.668
4,"ASTM F1554 5/8"" Anchor Bolt",SAE J429 Grade 2,16.076
124,"ASTM A502 3/4"" Solid Rivet",SAE J429 Grade 8,8.138
112,"Steel 5/8"" Turnbuckle",ASTM F1554 Grade 105,0.884
149,"ASTM A449 3/4"" Stud",ASTM B8 Class 1,0.353
38,"SS 5/8""-11 Hex Bolt",SAE J429 Grade 5,10.678
20,"ASTM A449 3/4"" Stud",SAE J429 Grade 2,15.965
147,"Steel 5/8"" Turnbuckle",ASTM A354 Grade BC,3.274
11,SS M10x1.5 Hex Bolt,ASTM A354 Grade BD,8.8
169,"ASTM A307 1/2"" All Thread Rod",ASTM F1554 Grade 36,11.514
26,ASTM A307 M12 All Thread Rod,SAE Grade 8,12.869
40,"ASTM A502 1/2"" Solid Rivet",SAE Grade 5,17.896
71,"Steel 5/8"" Turnbuckle",ASTM F1554 Grade 36,7.161
118,"Aluminum 5/8"" Turnbuckle",SAE J429 Grade 8,8.093
159,SS M12x1.75 Hex Bolt,ASTM F1554 Grade 105,0.745
58,"SS 1/2"" Flat Washer",ASTM A307 Grade B,18.557
161,"ASTM A502 3/4"" Solid Rivet",ASTM A307 Grade B,9.472
158,"SS 3/4""-10 Hex Bolt",SAE J429 Grade 5,0.947
70,"Steel 3/4"" Turnbuckle",SAE Grade 8,13.941
119,"ASTM A307 3/4"" All Thread Rod",ASTM B8 Class 1,19.268
44,"Aluminum 3/4"" Turnbuckle",ASTM B8M Class 2,6.408
73,"A563 3/4"" Heavy Hex Nut",SAE J429 Grade 2,18.751
12,"SS 1""-8 Hex Bolt",ASTM B8 Class 1,6.67
157,"Steel 3/4"" Turnbuckle",ASTM F1554 Grade 105,19.011
97,"Steel 3/4"" Turnbuckle",SAE Grade 8,1.349
194,"ASTM A502 3/4"" Solid Rivet",ASTM B8M Class 2,8.236
72,"ASTM A307 3/4"" All Thread Rod",SAE J429 Grade 8,4.753
9,"SS 1""-8 Hex Bolt",ASTM B8M Class 2,12.025
127,"SS 3/8""-16 Hex Bolt",ASTM A490,17.173
2,ASTM A307 M12 All Thread Rod,SAE J429 Grade 8,0.305
101,"SS 3/4""-10 Hex Bolt",ASTM B8M Class 2,13.339
174,"SS 1/2""-13 Hex Bolt",SAE Grade 5,8.554
139,SS M10x1.5 Hex Bolt,SAE Grade 8,13.143
110,SS M8x1.25 Hex Bolt,ASTM A307 Grade A,2.397
53,SS M10x1.5 Hex Bolt,SAE Grade 5,18.814
64,"ASTM F1554 3/4"" Anchor Bolt",SAE J429 Grade 5,18.669
56,"ASTM A307 1/2"" All Thread Rod",SAE J429 Grade 8,11.471
144,"ASTM A502 3/4"" Solid Rivet",SAE J429 Grade 8,10.558
127,ASTM A307 M12 All Thread Rod,ASTM A354 Grade BC,15.384
80,SS M16x2.0 Hex Bolt,SAE J429 Grade 8,11.912
156,SS M16x2.0 Hex Bolt,ASTM A354 Grade BD,10.708
21,"Steel 5/8"" Turnbuckle",ASTM A307 Grade A,15.346
199,"Steel 5/8"" Turnbuckle",SAE J429 Grade 5,7.464
134,"SS 3/4"" Flat Washer",SAE Grade 5,7.388
100,"SS 3/4""-10 Hex Bolt",ASTM F1554 Grade 55,12.904
179,"ASTM A307 3/4"" All Thread Rod",ASTM A325,3.787
61,"SS 3/4"" Flat Washer",SAE J429 Grade 5,14.978
62,SS M12x1.75 Hex Bolt,SAE Grade 8,19.609
69,"SS 1/2"" Flat Washer",ASTM F1554 Grade 105,2.206
157,"SS 3/4""-10 Hex Bolt",ASTM A307 Grade B,18.163
152,"SS 1/2""-13 Hex Bolt",ASTM A490,15.83
114,"ASTM A307 3/4"" All Thread Rod",SAE J429 Grade 8,19.971
146,"Aluminum 5/8"" Turnbuckle",ASTM A354 Grade BC,16.366
69,"Aluminum 5/8"" Turnbuckle",ASTM A325,7.623
55,"ASTM A307 3/4"" All Thread Rod",ASTM A354 Grade BC,8.458
180,"SS 1""-8 Hex Bolt",ASTM A354 Grade BC,2.768
98,"ASTM F1554 3/4"" Anchor Bolt",SAE J429 Grade 8,8.931
3,"A563 3/4"" Heavy Hex Nut",SAE Grade 8,9.103
151,"ASTM A449 3/4"" Stud",ASTM B8 Class 1,18.494
148,"A563 3/4"" Heavy Hex Nut",ASTM A307 Grade A,8.945
108,"Steel 3/4"" Turnbuckle",ASTM A490,0.642
172,"SS 1/2"" Flat Washer",ASTM A354 Grade BC,8.522
183,"ASTM A307 3/4"" All Thread Rod",SAE J429 Grade 2,8.335
162,SS M10x1.5 Hex Bolt,ASTM A307 Grade A,1.409
60,"SS 3/4""-10 Hex Bolt",ASTM F1554 Grade 36,1.695
