Quantity,Material with Thickness,Grade,Length (ft)
18,L3x3x1/4 Angle,ASTM A572 Grade 50,32.95
22,HSS4x4x1/4 Hollow Structural Section,ASTM A709 Grade 50,2.97
37,HSS4x4x1/4 Hollow Structural Section,ASTM A709 Grade 50,24.4
37,W8x18 Wide Flange Beam,ASTM A992,3.21
21,C10x15.3 Channel,ASTM A500 Grade B,19.5
9,C10x15.3 Channel,ASTM A709 Grade 50,13.53
40,HSS4x4x1/4 Hollow Structural Section,ASTM A36,22.4
14,C10x15.3 Channel,ASTM A36,22.19
9,PL 3/8 Steel Plate,ASTM A709 Grade 50,18.08
9,PL 1/2 Steel Plate,ASTM A992,36.01
38,W10x22 Wide Flange Beam,ASTM A709 Grade 50,4.53
36,HSS6x6x3/8 Hollow Structural Section,ASTM A572 Grade 50,11.47
30,HSS6x6x3/8 Hollow Structural Section,ASTM A992,39.15
34,PL 1/2 Steel Plate,ASTM A709 Grade 50,32.6
21,PL 3/8 Steel Plate,ASTM A572 Grade 50,34.86
5,W8x18 Wide Flange Beam,ASTM A36,23.5
1,W8x18 Wide Flange Beam,ASTM A36,23.99
14,C10x15.3 Channel,ASTM A572 Grade 50,5.15
43,C10x15.3 Channel,ASTM A992,29.62
42,HSS6x6x3/8 Hollow Structural Section,ASTM A36,22.0
4,PL 1/2 Steel Plate,ASTM A588,12.97
50,PL 1/2 Steel Plate,ASTM A992,16.77
6,C10x15.3 Channel,ASTM A500 Grade B,30.99
4,C8x11.5 Channel,ASTM A36,24.41
15,L3x3x1/4 Angle,ASTM A709 Grade 50,8.56
40,C10x15.3 Channel,ASTM A992,15.48
8,W10x22 Wide Flange Beam,ASTM A709 Grade 50,25.31
15,L4x4x3/8 Angle,ASTM A500 Grade C,6.64
37,W8x18 Wide Flange Beam,ASTM A588,8.08
23,C10x15.3 Channel,ASTM A500 Grade C,18.56
35,L4x4x3/8 Angle,ASTM A572 Grade 50,17.64
30,C8x11.5 Channel,ASTM A709 Grade 50,26.19
16,PL 1/2 Steel Plate,ASTM A992,13.03
43,PL 3/8 Steel Plate,ASTM A588,1.91
39,W8x18 Wide Flange Beam,ASTM A500 Grade B,34.42
20,PL 3/8 Steel Plate,ASTM A992,37.96
20,W8x18 Wide Flange Beam,ASTM A500 Grade B,38.6
24,C10x15.3 Channel,ASTM A572 Grade 50,29.69
25,W10x22 Wide Flange Beam,ASTM A709 Grade 50,12.57
12,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade C,12.42
35,L4x4x3/8 Angle,ASTM A572 Grade 50,38.44
47,PL 1/2 Steel Plate,ASTM A36,15.51
26,HSS4x4x1/4 Hollow Structural Section,ASTM A588,23.01
43,L3x3x1/4 Angle,ASTM A588,35.54
10,PL 1/2 Steel Plate,ASTM A588,1.9
14,W8x18 Wide Flange Beam,ASTM A572 Grade 50,25.17
10,C8x11.5 Channel,ASTM A36,39.4
29,L4x4x3/8 Angle,ASTM A992,2.95
35,L3x3x1/4 Angle,ASTM A500 Grade C,5.97
34,HSS4x4x1/4 Hollow Structural Section,ASTM A36,23.65
30,PL 3/8 Steel Plate,ASTM A572 Grade 50,31.22
3,W10x22 Wide Flange Beam,ASTM A709 Grade 50,25.6
1,HSS4x4x1/4 Hollow Structural Section,ASTM A36,21.95
22,PL 1/2 Steel Plate,ASTM A572 Grade 50,21.52
49,W8x18 Wide Flange Beam,ASTM A36,34.6
20,L3x3x1/4 Angle,ASTM A588,34.75
10,W8x18 Wide Flange Beam,ASTM A588,29.61
8,C8x11.5 Channel,ASTM A36,16.5
44,PL 1/2 Steel Plate,ASTM A992,29.22
31,PL 1/2 Steel Plate,ASTM A36,15.7
43,L3x3x1/4 Angle,ASTM A709 Grade 50,24.12
25,C8x11.5 Channel,ASTM A572 Grade 50,12.2
3,HSS6x6x3/8 Hollow Structural Section,ASTM A992,8.76
42,HSS6x6x3/8 Hollow Structural Section,ASTM A36,26.34
18,W8x18 Wide Flange Beam,ASTM A992,16.07
42,W10x22 Wide Flange Beam,ASTM A500 Grade C,23.37
20,L3x3x1/4 Angle,ASTM A572 Grade 50,7.6
23,HSS6x6x3/8 Hollow Structural Section,ASTM A992,18.63
18,L4x4x3/8 Angle,ASTM A500 Grade B,15.49
48,C10x15.3 Channel,ASTM A709 Grade 50,8.24
1,L4x4x3/8 Angle,ASTM A500 Grade B,30.84
26,PL 1/2 Steel Plate,ASTM A709 Grade 50,33.21
23,PL 1/2 Steel Plate,ASTM A500 Grade B,39.18
15,HSS6x6x3/8 Hollow Structural Section,ASTM A588,24.3
45,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade C,2.85
29,C10x15.3 Channel,ASTM A500 Grade B,5.74
23,PL 1/2 Steel Plate,ASTM A588,39.71
34,PL 1/2 Steel Plate,ASTM A588,31.81
49,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade B,3.31
3,W8x18 Wide Flange Beam,ASTM A709 Grade 50,33.54
6,HSS4x4x1/4 Hollow Structural Section,ASTM A36,24.6
37,L3x3x1/4 Angle,ASTM A992,9.16
5,W8x18 Wide Flange Beam,ASTM A992,7.22
20,W10x22 Wide Flange Beam,ASTM A588,25.7
30,W8x18 Wide Flange Beam,ASTM A709 Grade 50,26.27
29,PL 1/2 Steel Plate,ASTM A500 Grade B,25.81
43,L3x3x1/4 Angle,ASTM A588,17.54
18,PL 3/8 Steel Plate,ASTM A36,24.04
20,W8x18 Wide Flange Beam,ASTM A709 Grade 50,37.81
20,L3x3x1/4 Angle,ASTM A36,6.73
30,PL 3/8 Steel Plate,ASTM A588,18.98
29,PL 1/2 Steel Plate,ASTM A500 Grade B,27.16
46,W10x22 Wide Flange Beam,ASTM A992,26.44
41,PL 3/8 Steel Plate,ASTM A572 Grade 50,12.26
18,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade C,26.43
47,L4x4x3/8 Angle,ASTM A992,7.1
28,HSS4x4x1/4 Hollow Structural Section,ASTM A36,13.66
6,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade C,36.72
14,L3x3x1/4 Angle,ASTM A36,30.92
28,C10x15.3 Channel,ASTM A588,10.4
46,L4x4x3/8 Angle,ASTM A500 Grade C,37.28
2,W10x22 Wide Flange Beam,ASTM A992,19.7
34,W10x22 Wide Flange Beam,ASTM A36,24.22
24,L3x3x1/4 Angle,ASTM A588,31.82
46,PL 1/2 Steel Plate,ASTM A992,3.94
35,HSS6x6x3/8 Hollow Structural Section,ASTM A992,18.11
39,W8x18 Wide Flange Beam,ASTM A500 Grade B,39.25
43,C10x15.3 Channel,ASTM A992,34.66
16,PL 1/2 Steel Plate,ASTM A992,7.63
25,L4x4x3/8 Angle,ASTM A572 Grade 50,24.61
43,PL 3/8 Steel Plate,ASTM A500 Grade B,20.96
33,W8x18 Wide Flange Beam,ASTM A992,35.08
41,C8x11.5 Channel,ASTM A709 Grade 50,36.17
5,W8x18 Wide Flange Beam,ASTM A500 Grade B,22.14
1,C10x15.3 Channel,ASTM A500 Grade C,28.57
15,L3x3x1/4 Angle,ASTM A709 Grade 50,18.2
46,HSS6x6x3/8 Hollow Structural Section,ASTM A588,30.42
39,PL 3/8 Steel Plate,ASTM A572 Grade 50,38.9
48,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade C,9.01
12,C10x15.3 Channel,ASTM A572 Grade 50,37.65
7,L3x3x1/4 Angle,ASTM A992,16.86
2,L4x4x3/8 Angle,ASTM A500 Grade B,19.57
36,L4x4x3/8 Angle,ASTM A588,10.06
28,PL 3/8 Steel Plate,ASTM A36,1.89
37,C10x15.3 Channel,ASTM A992,9.14
30,L4x4x3/8 Angle,ASTM A500 Grade B,10.42
28,W10x22 Wide Flange Beam,ASTM A709 Grade 50,36.87
47,C10x15.3 Channel,ASTM A500 Grade C,29.04
34,W8x18 Wide Flange Beam,ASTM A572 Grade 50,19.18
4,HSS6x6x3/8 Hollow Structural Section,ASTM A572 Grade 50,5.15
28,HSS6x6x3/8 Hollow Structural Section,ASTM A572 Grade 50,39.16
42,L3x3x1/4 Angle,ASTM A500 Grade B,5.68
44,W10x22 Wide Flange Beam,ASTM A709 Grade 50,31.02
48,C8x11.5 Channel,ASTM A572 Grade 50,37.66
9,HSS4x4x1/4 Hollow Structural Section,ASTM A36,19.24
18,HSS6x6x3/8 Hollow Structural Section,ASTM A588,15.94
50,W8x18 Wide Flange Beam,ASTM A992,35.75
42,L3x3x1/4 Angle,ASTM A500 Grade C,27.49
39,L3x3x1/4 Angle,ASTM A500 Grade C,7.77
8,W8x18 Wide Flange Beam,ASTM A709 Grade 50,22.35
10,W8x18 Wide Flange Beam,ASTM A36,6.55
18,HSS6x6x3/8 Hollow Structural Section,ASTM A588,2.68
34,PL 3/8 Steel Plate,ASTM A588,12.83
33,HSS6x6x3/8 Hollow Structural Section,ASTM A992,37.95
28,C10x15.3 Channel,ASTM A500 Grade B,9.96
6,W8x18 Wide Flange Beam,ASTM A709 Grade 50,10.26
23,W10x22 Wide Flange Beam,ASTM A709 Grade 50,24.03
5,C10x15.3 Channel,ASTM A572 Grade 50,9.06
33,PL 3/8 Steel Plate,ASTM A572 Grade 50,31.12
9,PL 3/8 Steel Plate,ASTM A500 Grade B,5.68
32,HSS4x4x1/4 Hollow Structural Section,ASTM A588,1.98
32,C8x11.5 Channel,ASTM A500 Grade C,28.66
36,HSS4x4x1/4 Hollow Structural Section,ASTM A588,12.19
22,PL 1/2 Steel Plate,ASTM A572 Grade 50,5.03
19,C10x15.3 Channel,ASTM A588,19.85
42,W10x22 Wide Flange Beam,ASTM A500 Grade C,15.18
42,HSS4x4x1/4 Hollow Structural Section,ASTM A709 Grade 50,4.35
45,W8x18 Wide Flange Beam,ASTM A36,3.31
17,W8x18 Wide Flange Beam,ASTM A992,31.82
1,W10x22 Wide Flange Beam,ASTM A500 Grade B,27.83
5,HSS6x6x3/8 Hollow Structural Section,ASTM A572 Grade 50,17.55
46,HSS6x6x3/8 Hollow Structural Section,ASTM A572 Grade 50,32.78
13,PL 1/2 Steel Plate,ASTM A500 Grade B,32.24
48,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade B,26.41
36,W10x22 Wide Flange Beam,ASTM A709 Grade 50,12.9
26,L4x4x3/8 Angle,ASTM A500 Grade B,12.97
7,PL 1/2 Steel Plate,ASTM A709 Grade 50,32.93
14,HSS6x6x3/8 Hollow Structural Section,ASTM A588,25.65
45,W8x18 Wide Flange Beam,ASTM A572 Grade 50,11.34
30,C8x11.5 Channel,ASTM A588,3.15
48,HSS6x6x3/8 Hollow Structural Section,ASTM A588,25.24
24,C10x15.3 Channel,ASTM A572 Grade 50,23.74
6,PL 3/8 Steel Plate,ASTM A500 Grade B,28.67
50,C10x15.3 Channel,ASTM A36,12.76
5,C8x11.5 Channel,ASTM A709 Grade 50,27.21
23,L4x4x3/8 Angle,ASTM A709 Grade 50,33.16
2,C10x15.3 Channel,ASTM A500 Grade B,5.98
29,C8x11.5 Channel,ASTM A36,30.66
2,HSS6x6x3/8 Hollow Structural Section,ASTM A36,6.63
23,PL 1/2 Steel Plate,ASTM A572 Grade 50,35.44
30,L4x4x3/8 Angle,ASTM A500 Grade B,1.28
1,W8x18 Wide Flange Beam,ASTM A572 Grade 50,24.77
46,PL 1/2 Steel Plate,ASTM A588,16.43
13,W8x18 Wide Flange Beam,ASTM A36,39.39
1,C8x11.5 Channel,ASTM A500 Grade C,10.42
12,W8x18 Wide Flange Beam,ASTM A500 Grade B,31.19
1,L4x4x3/8 Angle,ASTM A36,11.77
44,PL 3/8 Steel Plate,ASTM A588,30.09
29,W8x18 Wide Flange Beam,ASTM A588,18.45
7,C8x11.5 Channel,ASTM A709 Grade 50,26.66
17,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade B,34.59
20,L3x3x1/4 Angle,ASTM A500 Grade B,29.26
38,HSS4x4x1/4 Hollow Structural Section,ASTM A992,7.02
9,C10x15.3 Channel,ASTM A36,3.46
29,C10x15.3 Channel,ASTM A588,23.34
38,W10x22 Wide Flange Beam,ASTM A588,17.49
22,HSS4x4x1/4 Hollow Structural Section,ASTM A572 Grade 50,4.31
43,C10x15.3 Channel,ASTM A588,20.16
18,PL 1/2 Steel Plate,ASTM A500 Grade C,24.56
35,W10x22 Wide Flange Beam,ASTM A500 Grade B,21.15
14,W8x18 Wide Flange Beam,ASTM A709 Grade 50,16.71
17,L3x3x1/4 Angle,ASTM A588,14.62
44,L4x4x3/8 Angle,ASTM A500 Grade C,2.53
37,L3x3x1/4 Angle,ASTM A709 Grade 50,35.59
31,PL 1/2 Steel Plate,ASTM A709 Grade 50,2.09
35,PL 3/8 Steel Plate,ASTM A36,19.23
30,C8x11.5 Channel,ASTM A36,27.79
5,HSS4x4x1/4 Hollow Structural Section,ASTM A36,12.01
46,C10x15.3 Channel,ASTM A709 Grade 50,3.56
4,W10x22 Wide Flange Beam,ASTM A992,26.68
35,C8x11.5 Channel,ASTM A500 Grade C,34.4
12,W8x18 Wide Flange Beam,ASTM A500 Grade C,28.22
34,C10x15.3 Channel,ASTM A588,20.5
19,HSS6x6x3/8 Hollow Structural Section,ASTM A588,25.99
28,C10x15.3 Channel,ASTM A500 Grade C,9.88
50,W8x18 Wide Flange Beam,ASTM A572 Grade 50,3.76
44,PL 1/2 Steel Plate,ASTM A588,3.62
12,L3x3x1/4 Angle,ASTM A992,6.61
21,C10x15.3 Channel,ASTM A992,8.57
13,L4x4x3/8 Angle,ASTM A572 Grade 50,34.98
18,PL 3/8 Steel Plate,ASTM A709 Grade 50,31.94
46,C10x15.3 Channel,ASTM A36,11.41
50,PL 3/8 Steel Plate,ASTM A992,20.89
13,C8x11.5 Channel,ASTM A572 Grade 50,14.48
1,PL 3/8 Steel Plate,ASTM A709 Grade 50,30.32
8,PL 1/2 Steel Plate,ASTM A709 Grade 50,36.81
8,W10x22 Wide Flange Beam,ASTM A588,6.31
46,PL 1/2 Steel Plate,ASTM A572 Grade 50,2.12
7,C8x11.5 Channel,ASTM A992,27.93
13,PL 1/2 Steel Plate,ASTM A572 Grade 50,9.47
12,L3x3x1/4 Angle,ASTM A588,25.26
29,HSS4x4x1/4 Hollow Structural Section,ASTM A36,35.72
29,L3x3x1/4 Angle,ASTM A992,15.42
4,C10x15.3 Channel,ASTM A572 Grade 50,6.66
16,PL 3/8 Steel Plate,ASTM A572 Grade 50,39.7
29,C8x11.5 Channel,ASTM A500 Grade C,16.64
43,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade C,2.74
26,C10x15.3 Channel,ASTM A572 Grade 50,36.15
4,W8x18 Wide Flange Beam,ASTM A588,5.34
37,C10x15.3 Channel,ASTM A500 Grade B,17.87
20,W10x22 Wide Flange Beam,ASTM A992,26.09
41,HSS6x6x3/8 Hollow Structural Section,ASTM A588,30.39
3,PL 3/8 Steel Plate,ASTM A36,25.08
41,L4x4x3/8 Angle,ASTM A572 Grade 50,33.3
1,PL 3/8 Steel Plate,ASTM A992,17.95
48,L4x4x3/8 Angle,ASTM A709 Grade 50,8.48
16,C10x15.3 Channel,ASTM A500 Grade C,39.31
29,W8x18 Wide Flange Beam,ASTM A709 Grade 50,10.26
15,C10x15.3 Channel,ASTM A36,32.09
37,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade C,31.8
39,PL 1/2 Steel Plate,ASTM A500 Grade B,36.73
41,PL 1/2 Steel Plate,ASTM A709 Grade 50,3.39
6,PL 3/8 Steel Plate,ASTM A572 Grade 50,18.12
50,HSS4x4x1/4 Hollow Structural Section,ASTM A709 Grade 50,19.37
40,C10x15.3 Channel,ASTM A588,24.68
7,C8x11.5 Channel,ASTM A709 Grade 50,7.29
22,W8x18 Wide Flange Beam,ASTM A36,13.96
47,W10x22 Wide Flange Beam,ASTM A572 Grade 50,6.74
20,C10x15.3 Channel,ASTM A36,37.82
27,L4x4x3/8 Angle,ASTM A992,27.66
24,L3x3x1/4 Angle,ASTM A500 Grade C,39.02
25,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade C,20.52
43,PL 1/2 Steel Plate,ASTM A36,20.31
47,PL 3/8 Steel Plate,ASTM A709 Grade 50,16.78
22,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade B,11.74
19,PL 3/8 Steel Plate,ASTM A992,25.65
18,L3x3x1/4 Angle,ASTM A36,8.3
2,L4x4x3/8 Angle,ASTM A588,29.18
38,HSS6x6x3/8 Hollow Structural Section,ASTM A709 Grade 50,33.1
35,HSS6x6x3/8 Hollow Structural Section,ASTM A709 Grade 50,13.13
27,PL 1/2 Steel Plate,ASTM A500 Grade B,24.26
12,PL 3/8 Steel Plate,ASTM A992,39.88
31,L4x4x3/8 Angle,ASTM A709 Grade 50,10.65
47,L4x4x3/8 Angle,ASTM A992,11.06
9,C10x15.3 Channel,ASTM A500 Grade C,17.53
31,PL 1/2 Steel Plate,ASTM A588,27.6
27,HSS4x4x1/4 Hollow Structural Section,ASTM A992,31.41
22,C8x11.5 Channel,ASTM A709 Grade 50,20.47
15,L4x4x3/8 Angle,ASTM A36,26.47
14,W8x18 Wide Flange Beam,ASTM A36,37.31
4,C10x15.3 Channel,ASTM A588,13.7
45,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade C,24.99
30,PL 1/2 Steel Plate,ASTM A588,19.91
2,W10x22 Wide Flange Beam,ASTM A992,32.36
29,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade C,3.87
47,C8x11.5 Channel,ASTM A992,3.07
22,PL 1/2 Steel Plate,ASTM A36,15.4
38,W10x22 Wide Flange Beam,ASTM A500 Grade B,36.32
33,C8x11.5 Channel,ASTM A709 Grade 50,11.52
35,C10x15.3 Channel,ASTM A992,32.58
47,HSS6x6x3/8 Hollow Structural Section,ASTM A709 Grade 50,27.63
9,PL 3/8 Steel Plate,ASTM A992,38.73
18,HSS6x6x3/8 Hollow Structural Section,ASTM A588,28.74
24,W8x18 Wide Flange Beam,ASTM A500 Grade B,34.31
20,L4x4x3/8 Angle,ASTM A588,18.9
25,PL 1/2 Steel Plate,ASTM A709 Grade 50,18.08
29,C8x11.5 Channel,ASTM A572 Grade 50,5.42
15,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade B,37.79
16,PL 1/2 Steel Plate,ASTM A36,17.61
38,C8x11.5 Channel,ASTM A992,32.31
32,C10x15.3 Channel,ASTM A709 Grade 50,11.65
4,C10x15.3 Channel,ASTM A500 Grade B,13.55
26,C8x11.5 Channel,ASTM A992,7.03
19,C8x11.5 Channel,ASTM A572 Grade 50,18.35
27,PL 3/8 Steel Plate,ASTM A588,4.16
2,HSS6x6x3/8 Hollow Structural Section,ASTM A709 Grade 50,25.58
23,PL 1/2 Steel Plate,ASTM A500 Grade B,14.83
30,PL 3/8 Steel Plate,ASTM A36,7.34
8,C10x15.3 Channel,ASTM A36,5.46
19,PL 3/8 Steel Plate,ASTM A588,33.9
29,PL 1/2 Steel Plate,ASTM A588,11.19
18,W8x18 Wide Flange Beam,ASTM A500 Grade C,10.49
2,L4x4x3/8 Angle,ASTM A992,23.68
26,PL 1/2 Steel Plate,ASTM A500 Grade C,20.91
46,C10x15.3 Channel,ASTM A500 Grade B,19.94
26,PL 3/8 Steel Plate,ASTM A992,30.18
34,L4x4x3/8 Angle,ASTM A588,19.11
41,L4x4x3/8 Angle,ASTM A36,6.5
45,PL 3/8 Steel Plate,ASTM A36,20.47
12,HSS4x4x1/4 Hollow Structural Section,ASTM A588,25.12
5,HSS4x4x1/4 Hollow Structural Section,ASTM A992,7.66
33,PL 3/8 Steel Plate,ASTM A588,10.45
38,PL 3/8 Steel Plate,ASTM A36,24.39
31,L3x3x1/4 Angle,ASTM A992,5.99
50,C10x15.3 Channel,ASTM A36,15.67
18,PL 3/8 Steel Plate,ASTM A992,16.64
50,C8x11.5 Channel,ASTM A500 Grade C,34.93
46,W8x18 Wide Flange Beam,ASTM A709 Grade 50,20.5
1,C10x15.3 Channel,ASTM A572 Grade 50,16.72
17,W10x22 Wide Flange Beam,ASTM A588,7.45
24,L4x4x3/8 Angle,ASTM A36,24.64
16,HSS6x6x3/8 Hollow Structural Section,ASTM A992,10.04
31,PL 3/8 Steel Plate,ASTM A500 Grade B,30.31
29,L4x4x3/8 Angle,ASTM A36,5.14
48,W10x22 Wide Flange Beam,ASTM A709 Grade 50,8.94
48,W10x22 Wide Flange Beam,ASTM A992,29.05
27,PL 1/2 Steel Plate,ASTM A500 Grade B,34.44
14,L3x3x1/4 Angle,ASTM A992,14.89
41,W10x22 Wide Flange Beam,ASTM A500 Grade B,36.35
33,C10x15.3 Channel,ASTM A588,34.63
33,L3x3x1/4 Angle,ASTM A709 Grade 50,16.17
10,HSS4x4x1/4 Hollow Structural Section,ASTM A992,5.54
44,C10x15.3 Channel,ASTM A572 Grade 50,20.67
45,PL 3/8 Steel Plate,ASTM A992,8.46
1,C10x15.3 Channel,ASTM A572 Grade 50,6.83
38,W10x22 Wide Flange Beam,ASTM A500 Grade B,9.13
16,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade C,16.17
14,PL 3/8 Steel Plate,ASTM A709 Grade 50,19.23
1,L3x3x1/4 Angle,ASTM A588,36.24
3,C8x11.5 Channel,ASTM A709 Grade 50,18.93
20,L4x4x3/8 Angle,ASTM A992,20.19
33,L3x3x1/4 Angle,ASTM A709 Grade 50,24.53
49,L4x4x3/8 Angle,ASTM A36,30.22
9,C8x11.5 Channel,ASTM A572 Grade 50,7.06
38,L3x3x1/4 Angle,ASTM A572 Grade 50,24.87
50,L4x4x3/8 Angle,ASTM A992,31.18
18,L4x4x3/8 Angle,ASTM A500 Grade B,18.03
27,PL 1/2 Steel Plate,ASTM A36,27.95
24,W10x22 Wide Flange Beam,ASTM A709 Grade 50,28.14
17,W8x18 Wide Flange Beam,ASTM A709 Grade 50,2.57
30,HSS4x4x1/4 Hollow Structural Section,ASTM A572 Grade 50,1.05
46,HSS6x6x3/8 Hollow Structural Section,ASTM A588,33.07
28,L4x4x3/8 Angle,ASTM A500 Grade C,20.99
19,L4x4x3/8 Angle,ASTM A500 Grade C,18.94
18,L4x4x3/8 Angle,ASTM A572 Grade 50,39.34
47,L4x4x3/8 Angle,ASTM A992,32.51
32,C8x11.5 Channel,ASTM A500 Grade B,39.26
3,W10x22 Wide Flange Beam,ASTM A588,2.19
41,PL 3/8 Steel Plate,ASTM A709 Grade 50,28.99
27,L4x4x3/8 Angle,ASTM A572 Grade 50,4.45
18,W10x22 Wide Flange Beam,ASTM A36,21.17
50,HSS4x4x1/4 Hollow Structural Section,ASTM A992,3.42
10,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade B,29.91
39,PL 3/8 Steel Plate,ASTM A500 Grade B,19.16
27,L3x3x1/4 Angle,ASTM A588,24.41
20,PL 3/8 Steel Plate,ASTM A709 Grade 50,20.12
26,L3x3x1/4 Angle,ASTM A709 Grade 50,15.24
37,PL 1/2 Steel Plate,ASTM A588,26.79
16,PL 1/2 Steel Plate,ASTM A36,29.66
48,HSS4x4x1/4 Hollow Structural Section,ASTM A36,30.04
8,C8x11.5 Channel,ASTM A992,26.66
35,C8x11.5 Channel,ASTM A992,30.89
3,W8x18 Wide Flange Beam,ASTM A500 Grade B,21.39
13,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade B,39.64
39,W10x22 Wide Flange Beam,ASTM A992,34.81
37,PL 1/2 Steel Plate,ASTM A709 Grade 50,38.83
10,PL 3/8 Steel Plate,ASTM A500 Grade C,4.57
14,L3x3x1/4 Angle,ASTM A992,14.01
40,L4x4x3/8 Angle,ASTM A36,28.59
35,C8x11.5 Channel,ASTM A709 Grade 50,6.66
48,W8x18 Wide Flange Beam,ASTM A588,10.8
30,PL 3/8 Steel Plate,ASTM A500 Grade C,36.18
17,C10x15.3 Channel,ASTM A588,28.21
39,PL 3/8 Steel Plate,ASTM A588,29.36
48,W8x18 Wide Flange Beam,ASTM A572 Grade 50,17.87
1,C8x11.5 Channel,ASTM A992,17.47
24,W10x22 Wide Flange Beam,ASTM A500 Grade B,4.24
18,W8x18 Wide Flange Beam,ASTM A709 Grade 50,5.95
43,L3x3x1/4 Angle,ASTM A500 Grade B,26.9
15,PL 3/8 Steel Plate,ASTM A36,3.44
28,W8x18 Wide Flange Beam,ASTM A500 Grade C,5.33
44,PL 3/8 Steel Plate,ASTM A992,8.33
12,HSS4x4x1/4 Hollow Structural Section,ASTM A709 Grade 50,26.14
39,L3x3x1/4 Angle,ASTM A36,37.2
4,C10x15.3 Channel,ASTM A709 Grade 50,32.25
35,L3x3x1/4 Angle,ASTM A992,31.76
12,C10x15.3 Channel,ASTM A500 Grade C,30.3
7,HSS4x4x1/4 Hollow Structural Section,ASTM A36,26.47
9,L4x4x3/8 Angle,ASTM A500 Grade C,37.86
28,HSS6x6x3/8 Hollow Structural Section,ASTM A572 Grade 50,18.97
36,C8x11.5 Channel,ASTM A36,4.14
5,PL 1/2 Steel Plate,ASTM A709 Grade 50,25.31
17,C8x11.5 Channel,ASTM A36,36.72
18,W8x18 Wide Flange Beam,ASTM A588,36.17
24,C10x15.3 Channel,ASTM A588,8.18
49,L3x3x1/4 Angle,ASTM A572 Grade 50,39.32
45,HSS6x6x3/8 Hollow Structural Section,ASTM A572 Grade 50,24.11
33,PL 3/8 Steel Plate,ASTM A709 Grade 50,1.21
35,PL 3/8 Steel Plate,ASTM A36,13.12
40,C10x15.3 Channel,ASTM A709 Grade 50,38.87
24,PL 3/8 Steel Plate,ASTM A709 Grade 50,1.49
15,HSS6x6x3/8 Hollow Structural Section,ASTM A36,8.57
13,W10x22 Wide Flange Beam,ASTM A500 Grade C,33.29
8,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade B,37.96
39,C10x15.3 Channel,ASTM A500 Grade C,33.55
50,L4x4x3/8 Angle,ASTM A572 Grade 50,30.29
21,W10x22 Wide Flange Beam,ASTM A588,20.3
15,L4x4x3/8 Angle,ASTM A588,2.82
46,W10x22 Wide Flange Beam,ASTM A36,21.71
32,L3x3x1/4 Angle,ASTM A36,32.84
23,L3x3x1/4 Angle,ASTM A709 Grade 50,35.97
16,HSS6x6x3/8 Hollow Structural Section,ASTM A709 Grade 50,20.08
44,PL 1/2 Steel Plate,ASTM A588,34.69
8,L4x4x3/8 Angle,ASTM A500 Grade B,26.73
32,PL 3/8 Steel Plate,ASTM A572 Grade 50,35.81
46,W8x18 Wide Flange Beam,ASTM A36,13.12
37,PL 3/8 Steel Plate,ASTM A588,31.81
42,HSS4x4x1/4 Hollow Structural Section,ASTM A992,23.06
35,L3x3x1/4 Angle,ASTM A588,36.88
44,PL 1/2 Steel Plate,ASTM A500 Grade C,25.98
3,HSS4x4x1/4 Hollow Structural Section,ASTM A709 Grade 50,25.94
17,L4x4x3/8 Angle,ASTM A572 Grade 50,33.26
42,L4x4x3/8 Angle,ASTM A709 Grade 50,28.07
17,W10x22 Wide Flange Beam,ASTM A36,38.8
34,W10x22 Wide Flange Beam,ASTM A500 Grade B,4.92
32,C8x11.5 Channel,ASTM A500 Grade B,5.02
46,C10x15.3 Channel,ASTM A992,8.25
5,L3x3x1/4 Angle,ASTM A500 Grade B,4.82
48,L3x3x1/4 Angle,ASTM A500 Grade B,29.49
36,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade C,16.7
35,C8x11.5 Channel,ASTM A588,13.43
30,C8x11.5 Channel,ASTM A500 Grade C,28.49
27,W10x22 Wide Flange Beam,ASTM A588,25.41
22,PL 3/8 Steel Plate,ASTM A709 Grade 50,27.67
50,W10x22 Wide Flange Beam,ASTM A588,14.99
42,C8x11.5 Channel,ASTM A500 Grade B,11.99
33,L3x3x1/4 Angle,ASTM A500 Grade B,16.45
